ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion
b61827b8-968f-46a7-bc5c-71478110d553	0	3/3/2020 23:42	user	Join my meeting.		CALENDAR	connect_to_meeting	Join my meeting.	[]		Teams	Speech	323	21.1
55498ac5-002e-497f-8734-1062bd52f41c	0	3/3/2020 20:51	user	Join my next meeting.		CALENDAR	connect_to_meeting	Join my <start_time>next</start_time> meeting.	[]		Teams	Speech	208	21.1
c2481081-e5e1-4f9e-81a5-3bc598d97c7c	0	3/25/2020 1:53	user	Send a message.		COMMUNICATION	send_text	Send a message.	[]		Teams	Speech	207	21.1
1f34a825-ca11-491b-a681-1516d21c88f0	0	3/31/2020 12:18	user	What can you do?		COMMON	help	What can you do?	[]		Teams	Speech	193	21.1
6fd89169-e57b-4b34-8496-b8664251c60b	0	3/10/2020 8:43	user	Hello.		NOTSURE	other_domain	Hello.	[]		Teams	Speech	172	21.1
11e33dd9-7901-4324-866a-80989e558a73	0	3/9/2020 13:42	user	Help.		COMMON	help	Help.	[]		Teams	Speech	170	21.1
94f1db9b-25e2-4f48-9f5a-8c8200f48fb6	0	3/23/2020 23:57	user	Hey Cortana cancel that.		COMMON	cancel	Hey Cortana cancel that.	[]		Teams	Speech	144	21.1
8c61e7ac-771c-4f13-b91b-0ca6d4f60188	0	3/4/2020 10:07	user	Read my messages.		COMMUNICATION	query_message	Read my messages.	[]		Teams	Speech	131	21.1
42831a15-faa6-42ba-b7a6-aa85307533ec	0	3/1/2020 14:11	user	Present the deck.		INMEETING	start_presenting	Present the deck.	[]		Teams	Speech	129	21.1
80c1594c-e0be-42d6-9b34-727b936c553b	0	3/2/2020 2:54	user	What do I have today?		CALENDAR	find_calendar_entry	What do I have <start_date>today</start_date>?	[]		Teams	Speech	111	21.1
8fca9823-360a-46f1-b34c-b4952ebbafd8	0	3/18/2020 5:57	user	What's my next meeting?		CALENDAR	find_calendar_entry	What's my <start_time>next</start_time> meeting?	[]		Teams	Speech	110	21.1
c0081b2f-2867-429a-b38e-c82e55971331	0	3/5/2020 9:34	user	Who is?		NOTSURE	ambiguous	Who is?	[]		Teams	Speech	107	21.1
002406f5-3811-40e3-9235-88cc43783240	0	3/5/2020 17:27	user	Cortana.		NOTSURE	other_domain	Cortana.	[]		Teams	Speech	103	21.1
8abbf768-a30c-44c3-9f71-5c118257e8ba	0	3/31/2020 22:30	user	Join the meeting.		CALENDAR	connect_to_meeting	Join the meeting.	[]		Teams	Speech	101	21.1
186a7032-e65a-46aa-99ed-68d5d00a9382	0	3/27/2020 14:17	user	My next meeting.		CALENDAR	find_calendar_entry	My <start_time>next</start_time> meeting.	[]		Teams	Speech	95	21.1
d282d7f0-b992-41ab-a04d-6f2e001a631d	0	3/30/2020 11:16	user	What is new testing?		NOTSURE	other_domain	What is new testing?	[]		Teams	Speech	92	21.1
0e7eb8cc-9f69-4024-9213-d3a00a817e12	0	3/13/2020 2:43	user	What's on my calendar?		CALENDAR	find_calendar_entry	What's on my calendar?	[]		Teams	Speech	89	21.1
abd949f1-1c2a-4c4c-9691-0c05130f5378	0	3/18/2020 9:24	user	What do I have tomorrow?		CALENDAR	find_calendar_entry	What do I have <start_date>tomorrow</start_date>?	[]		Teams	Speech	88	21.1
43446e42-1a5b-45a2-b15e-42afc295ff4b	0	3/9/2020 8:09	user	Make a call.		COMMUNICATION	make_call	Make a call.	[]		Teams	Speech	87	21.1
da61733b-ca6e-4926-be3d-45d211fa208f	0	3/7/2020 0:34	user	Call 409-444-6721.		COMMUNICATION	make_call	Call <phone_number>409-444-6721</phone_number>.	[]		Teams	Speech	86	21.1
ed899772-bf8a-4274-b090-28a958d35683	0	3/4/2020 9:49	user	Send a message to Rose.		COMMUNICATION	send_text	Send a message to <contact_name>Rose</contact_name>.	[]		Teams	Speech	84	21.1
19caa1ab-27c2-452a-b74a-523e66cbe140	0	3/11/2020 16:26	user	When is my next meeting?		CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting?	[]		Teams	Speech	84	21.1
0255c40c-f372-4ba6-aac7-9bbfaeab43c4	0	3/2/2020 1:27	user	What meetings do I have tomorrow?		CALENDAR	find_calendar_entry	What meetings do I have <start_date>tomorrow</start_date>?	[]		Teams	Speech	75	21.1
038b8776-5e48-4ade-8802-cac3fa1c476f	0	3/13/2020 6:29	user	Hello hello hello.		NOTSURE	notsure_other	Hello hello hello.	[]		Teams	Speech	69	21.1
bc041680-134c-459e-85df-7c655b1ac3e6	0	3/25/2020 19:47	user	What meetings do I have today?		CALENDAR	find_calendar_entry	What meetings do I have <start_date>today</start_date>?	[]		Teams	Speech	66	21.1
1af5247c-cff8-46bd-bd40-1543b02d4c43	0	3/3/2020 17:33	user	Next slide.		INMEETING	next_slide	Next slide.	[]		Teams	Speech	58	21.1
0c9a066e-8a06-4b5d-b32f-3bc00e85f514	0	3/5/2020 6:02	user	End the meeting.		CALENDAR	disconnect_from_meeting	End the meeting.	[]		Teams	Speech	58	21.1
a867046e-0703-47b0-8fdf-01600743e461	0	3/3/2020 6:04	user	What meetings do I have?		CALENDAR	find_calendar_entry	What meetings do I have?	[]		Teams	Speech	56	21.1
6a02773d-6d46-4ec3-b71e-2f3460dd8d65	0	3/17/2020 11:10	user	Message my next meeting.		COMMUNICATION	send_text_meeting	Message my <order_ref>next</order_ref> meeting.	[]		Teams	Speech	49	21.1
8f917622-9a64-47cd-af3e-987ae2d29f64	0	3/2/2020 19:59	user	Set my status.		TEAMSACTION	teamsuser_setstatus	Set my status.	[]		Teams	Speech	43	21.1
4a03b267-6d48-4da6-9266-d25fc3f36617	0	3/27/2020 7:05	user	Send feedback.		NOTSURE	other_domain	Send feedback.	[]		Teams	Speech	41	21.1
d83bffb7-0666-4dcd-af52-199191865a0f	0	3/20/2020 11:18	user	Show me my calendar.		CALENDAR	navigate_calendar	Show me my calendar.	[]		Teams	Speech	41	21.1
98496e73-0843-4597-9074-0593cf832a19	0	3/8/2020 3:17	user	Hey Cortana send a message to test account.		COMMUNICATION	send_text	Hey Cortana send a message to <contact_name>test account</contact_name>.	[]		Teams	Speech	40	21.1
365cdf60-3544-4610-8636-7480b49e8f0a	0	3/26/2020 18:00	user	Hey Cortana join my meeting.		CALENDAR	connect_to_meeting	Hey Cortana join my meeting.	[]		Teams	Speech	39	21.1
3b2df335-8b0d-4220-a905-0aae90e7dbf6	0	3/10/2020 20:40	user	Call.		COMMUNICATION	make_call	Call.	[]		Teams	Speech	38	21.1
c87d639a-7c68-45a5-bde1-f406c303a37a	0	3/31/2020 2:55	user	Cancel my next meeting.		CALENDAR	delete_calendar_entry	Cancel my <start_time>next</start_time> meeting.	[]		Teams	Speech	36	21.1
a8b7ab06-bae3-48b6-aa4c-5eef8d5ced00	0	3/9/2020 23:32	user	Hey Cortana join my next meeting.		CALENDAR	connect_to_meeting	Hey Cortana join my <start_time>next</start_time> meeting.	[]		Teams	Speech	35	21.1
6c5443a5-0e4a-4697-a7d4-dcc1734a360b	0	1/1/0001 12:00:00 AM	user	Hello hello.		NOTSURE	other_domain	Hello hello.	[]		Teams	Speech	33	21.1
405691da-116b-4988-80db-43f7269f8a69	0	3/30/2020 9:45	user	Go to calendar.		CALENDAR	navigate_calendar	Go to calendar.	[]		Teams	Speech	33	21.1
3370653d-b62f-4cab-8de9-27941cc52672	0	3/3/2020 6:33	user	Open a file.		FILES	file_open	Open a file.	[]		Teams	Speech	33	21.1
5976f57c-113d-4e61-b66d-928228734c8d	0	3/4/2020 4:01	user	Transfer the call.		COMMUNICATION	transfer	Transfer the call.	[]		Teams	Speech	32	21.1
23515da2-b3aa-44fa-9774-5920518fbd9e	0	3/3/2020 17:33	user	Previous slide.		INMEETING	previous_slide	Previous slide.	[]		Teams	Speech	31	21.1
