ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion
1bf49788-4623-420a-95ed-bd1010182112	0	12/4/2019 17:47	user	Hey Cortana cancel.		COMMON	cancel	Hey Cortana cancel.	[]		Teams	Speech	920	20.8
f7bbde16-222d-49bf-9c33-ecd038c6b345	0	12/23/2019 2:37	user	What's on my calendar?		CALENDAR	find_calendar_entry	What&apos;s on my calendar?	[]		Teams	Speech	305	20.8
be79c243-5436-46fb-8edb-e2387f2382cd	0	12/24/2019 9:22	user	Help.		COMMON	help	Help.	[]		Teams	Speech	230	20.8
f904c1f2-93ce-4f67-b925-59a6e5e3cea9	0	12/30/2019 2:58	user	Join my meeting.		CALENDAR	connect_to_meeting	Join my meeting.	[]		Teams	Speech	186	20.8
ddfbd063-75cd-4fda-b0fb-af77cbb36629	0	12/8/2019 9:58	user	Get my messages.		COMMUNICATION	query_message	Get my messages.	[]		Teams	Speech	170	20.8
17f3ebca-5289-4a2a-ad14-534c71e220d9	0	12/9/2019 5:43	user	Present the deck.		INMEETING	start_presenting	Present the deck.	[]		Teams	Speech	164	20.8
eb454b06-3a2d-4ae6-8d4b-af779306b5f3	0	12/17/2019 11:11	user	Join my next meeting.		CALENDAR	connect_to_meeting	Join my <start_time>next</start_time> meeting.	[]		Teams	Speech	152	20.8
1c4228ac-8b74-4657-a1e8-f19c447c3407	0	12/6/2019 4:45	user	What do I have today?		CALENDAR	find_calendar_entry	What do I have <start_date>today</start_date>?	[]		Teams	Speech	147	20.8
42e0697b-01e9-4832-8047-2f14e895a6b0	0	12/2/2019 6:18	user	What can you do?		COMMON	help	What can you do?	[]		Teams	Speech	132	20.8
8f4e58b4-713c-46aa-9f93-99ac50cc8c51	0	12/5/2019 13:49	user	Read my messages.		COMMUNICATION	query_message	Read my messages.	[]		Teams	Speech	114	20.8
bf65e530-d782-4ef9-8b50-0f231b0da9ea	0	12/17/2019 3:24	user	Send a message.		COMMUNICATION	send_text	Send a message.	[]		Teams	Speech	111	20.8
9eb8e606-9eb8-4b9f-a4c8-bab4dfe37cca	0	12/10/2019 8:14	user	Send a message to Rose.		COMMUNICATION	send_text	Send a message to <contact_name>Rose</contact_name>.	[]		Teams	Speech	94	20.8
941a9bf6-3443-49bb-b9c9-737ceef6775a	0	12/12/2019 2:33	user	When is my next meeting?		CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting?	[]		Teams	Speech	91	20.8
8fd503e1-4682-4ebd-ac2c-520c55b7572e	0	12/17/2019 6:32	user	Hello.		NOTSURE	other_domain	Hello.	[]		Teams	Speech	86	20.8
e12a1e36-10af-4a0b-be86-69c253ea80c6	0	12/6/2019 1:57	user	Send a message to Paul.		COMMUNICATION	send_text	Send a message to <contact_name>Paul</contact_name>.	[]		Teams	Speech	83	20.8
28e73e5f-b8bf-4597-9fba-3d2bd7de88c9	0	12/24/2019 7:59	user	What meetings do I have today?		CALENDAR	find_calendar_entry	What meetings do I have <start_date>today</start_date>?	[]		Teams	Speech	78	20.8
4e4e3f63-710e-489a-90e2-ba5705443f84	0	12/19/2019 20:44	user	Call 409-444-6721.		COMMUNICATION	make_call	Call <phone_number>409-444-6721</phone_number>.	[]		Teams	Speech	73	20.8
af06ef02-e0ef-4aed-95ec-28a20504aaad	0	12/11/2019 1:34	user	What's my next meeting?		CALENDAR	find_calendar_entry	What&apos;s my <start_time>next</start_time> meeting?	[]		Teams	Speech	71	20.8
fac76661-c95f-4fad-a339-52d439e518fe	0	12/2/2019 10:13	user	Read my missed calls.		COMMUNICATION	communication_other	Read my missed calls.	[]		Teams	Speech	67	20.8
71c154b4-1143-4fe7-8872-cf4b7190b442	0	12/23/2019 21:18	user	Make a call.		COMMUNICATION	make_call	Make a call.	[]		Teams	Speech	66	20.8
009862cb-6ea5-4b00-b809-27c9aa9735f9	0	12/3/2019 6:56	user	Send a message to rose.		COMMUNICATION	send_text	Send a message to <contact_name>rose</contact_name>.	[]		Teams	Speech	65	20.8
f51798a1-6102-46f5-a095-8491223a565d	0	12/16/2019 10:59	user	Call.		COMMUNICATION	make_call	Call.	[]		Teams	Speech	64	20.8
f09cdedb-4b91-4737-a6ee-e9bbdacfe559	0	12/30/2019 2:53	user	End the meeting.		CALENDAR	disconnect_from_meeting	End the meeting.	[]		Teams	Speech	64	20.8
69c30d1f-1bcd-43b5-8d48-9bca7201516c	0	12/29/2019 7:27	user	What's on my calendar tomorrow?		CALENDAR	find_calendar_entry	What&apos;s on my calendar <start_date>tomorrow</start_date>?	[]		Teams	Speech	59	20.8
baa9663a-3ba5-46f7-b292-a3605d995889	0	12/5/2019 5:59	user	Set my status to busy.		TEAMSACTION	teamsuser_setstatus	Set my status to <teamsuser_status>busy</teamsuser_status>.	[]		Teams	Speech	59	20.8
d7f2a7ff-e537-4eec-846e-fb80791e3c24	0	12/3/2019 6:10	user	Next slide.		INMEETING	next_slide	Next slide.	[]		Teams	Speech	50	20.8
fc62aa00-f9ef-432a-8e81-3d5fec41b374	0	12/18/2019 22:00	user	Text.		COMMUNICATION	send_text	Text.	[]		Teams	Speech	48	20.8
3bc9db21-9f8f-4817-a9b0-d315eb6a3c2f	0	12/16/2019 21:50	user	Open dark file I was working on.		FILES	file_open	Open <file_keyword>dark</file_keyword> file <contact_name>I</contact_name> was <file_action>working</file_action> on.	[]		Teams	Speech	47	20.8
e334d5b9-13a8-4eef-8f97-d0450c95fcb5	0	12/31/2019 9:00	user	Go to settings.		NOTSURE	other_domain	Go to settings.	[]		Teams	Speech	47	20.8
ddc1f5a6-7bf9-439f-a675-91dc32d76ac7	0	12/13/2019 6:11	user	Join the meeting.		CALENDAR	connect_to_meeting	Join the meeting.	[]		Teams	Speech	45	20.8
