ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	CortanaResponse	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Dataset	SampleType	Frequency	GuidelineVersion
a4b3bbe0-cd88-41bc-a0b1-56ca3277471f	0	12/11/2019 23:47	user	Hey Cortana cancel.		COMMON	cancel	Hey Cortana cancel.	[]		Teams	Speech	930	20.8
7ebccac5-4c20-4555-ad82-48372e0f9ca8	0	12/27/2019 3:37	user	What's on my calendar?		CALENDAR	find_calendar_entry	What&apos;s on my calendar?	[]		Teams	Speech	304	20.8
0f58cf60-7b8b-4108-922b-1433e7cbac88	0	12/18/2019 9:48	user	Help.		COMMON	help	Help.	[]		Teams	Speech	231	20.8
68410d25-f103-4f9e-9691-7ab151f969e6	0	12/8/2019 12:51	user	Get my messages.		COMMUNICATION	query_message	Get my messages.	[]		Teams	Speech	188	20.8
e92981b8-3138-4205-ac38-f19b96d74976	0	12/19/2019 3:29	user	Join my meeting.		CALENDAR	connect_to_meeting	Join my meeting.	[]		Teams	Speech	178	20.8
d8c1a8f1-fb70-41d8-9bc8-e08eb92113bc	0	12/18/2019 9:48	user	Present the deck.		INMEETING	start_presenting	Present the deck.	[]		Teams	Speech	176	20.8
1f6d5e2d-a817-4a79-9960-916f0e739b20	0	12/11/2019 9:32	user	Join my next meeting.		CALENDAR	connect_to_meeting	Join my <start_time>next</start_time> meeting.	[]		Teams	Speech	139	20.8
5634bbb1-7ea5-4626-aedd-aa4ca14deecc	0	12/11/2019 20:06	user	What can you do?		COMMON	help	What can you do?	[]		Teams	Speech	128	20.8
83cd2b7b-947d-4884-9c0e-90a8edd18983	0	12/30/2019 2:43	user	Send a message.		COMMUNICATION	send_text	Send a message.	[]		Teams	Speech	124	20.8
223f1551-31bc-43a6-b330-b0ff9e5379e3	0	12/31/2019 11:13	user	What do I have today?		CALENDAR	find_calendar_entry	What do I have <start_date>today</start_date>?	[]		Teams	Speech	120	20.8
64ffc639-58f4-4a88-a692-112780d18c8b	0	12/8/2019 9:54	user	Read my messages.		COMMUNICATION	query_message	Read my messages.	[]		Teams	Speech	113	20.8
b7442c11-d63e-4bf1-a49e-b0a8b23c08bc	0	12/10/2019 6:43	user	Hello.		NOTSURE	other_domain	Hello.	[]		Teams	Speech	111	20.8
c7e967b7-56aa-4e0d-a617-e0fdf85c76ee	0	12/4/2019 2:40	user	Send a message to Rose.		COMMUNICATION	send_text	Send a message to <contact_name>Rose</contact_name>.	[]		Teams	Speech	95	20.8
