0	present the deck i was working on	start_presenting	teams	present the deck <file_filerecency> i was working on </file_filerecency>
0	share the deck i was working on	file_share	teams	share the <file_filetype> deck </file_filetype> <file_filerecency> i was working on </file_filerecency>
0	share the filename deck	file_share	teams	share the <file_title> filename </file_title> <file_filetype> deck </file_filetype>
0	share the filename presentation	start_presenting	teams	share the <deck_name> filename </deck_name> presentation
0	present the filename deck	start_presenting	teams	present the <deck_name> filename </deck_name> deck
0	present the filename presentation	start_presenting	teams	present the <deck_name> filename </deck_name> presentation
0	present attached deck	start_presenting	teams	present <deck_location> attached </deck_location> deck
0	present linked deck	start_presenting	teams	present <deck_location> linked </deck_location> deck
0	present enclosed deck	start_presenting	teams	present <deck_location> enclosed </deck_location> deck
0	share the attached deck	file_share	teams	share the <deck_location> attached </deck_location> <file_filetype> deck </file_filetype>
0	share the linked deck	file_share	teams	share the <deck_location> linked </deck_location> <file_filetype> deck </file_filetype>
0	share the enclosed deck	file_share	teams	share the <deck_location> enclosed </deck_location> <file_filetype> deck </file_filetype>
0	present the deck i was working on this morning	start_presenting	teams	present the deck <file_filerecency> i was working on </file_filerecency> this morning
0	present the deck i was working on this evening	start_presenting	teams	present the deck <file_filerecency> i was working on </file_filerecency> this evening
0	present the deck i was working on this afternoon	start_presenting	teams	present the deck <file_filerecency> i was working on </file_filerecency> this afternoon
0	share the deck i was working on this morning	file_share	teams	share the <file_filetype> deck </file_filetype> <file_filerecency> i was working on </file_filerecency> this morning
0	share the deck i was working on this evening	file_share	teams	share the <file_filetype> deck </file_filetype> <file_filerecency> i was working on </file_filerecency> this evening
0	share the deck i was working on this afternoon	file_share	teams	share the <file_filetype> deck </file_filetype> <file_filerecency> i was working on </file_filerecency> this afternoon
0	present my deck	start_presenting	teams	present my deck
0	present the deck	start_presenting	teams	present the deck
0	end the presentation	stop_presenting	teams	end the presentation
0	end presentation	stop_presenting	teams	end presentation
0	stop presenting	stop_presenting	teams	stop presenting
0	close presentation	stop_presenting	teams	close presentation
0	close the presentation	stop_presenting	teams	close the presentation
0	next slide	next_slide	teams	next slide
0	go to next slide	next_slide	teams	go to next slide
0	go to 1 slide	goto_slide	teams	go to <slide_name> 1 </slide_name> slide
0	1 slide	goto_slide	teams	1 slide
0	previous slide	previous_slide	teams	previous slide
0	slide back	previous_slide	teams	slide back
0	last slide	previous_slide	teams	last slide
0	go to the title slide	goto_slide	teams	go to the <slide_name> title </slide_name> slide
