TurnNumber	PreviousTurnIntent	query	intent	PreviousTurnDomain	TaskFrameStatus	TaskFrameEntityStates	TaskFrameGUID	SpeechPeopleDisambiguationGrammarMatches	ConversationalContext
0		open plus june vssx by habib	file_open	
0		open new web site doc by russie	file_open	
0		open appointment with the counselor vcs by naren sridhar	file_open	
0		open obstetrician appointment xls by tejas dixit	file_open	
0		open forever 21 note by jason marley	file_open	
0		open claire ' s b day party vssx by amulya pokala	file_open	
0		open meet the mormon ' s excel by abhishek modi	file_open	
0		open take car into garage vsd by dibakar dattagupta	file_open	
0		open creative meeting doc by maitri bandargattu	file_open	
0		open patient care basics tsv by bryan sawler	file_open	
0		open ekal pdfs by stacey fang	file_open	
0		open hanging out with hs friends of 99 onenote by soberon	file_open	
0		open crochet class ppts by matt hamrick	file_open	
0		open nine a. m. slides by irina elena constantin	file_open	
0		open clean my house mpt by robbie zhang	file_open	
0		open meeting elijah the 3rd docx by malcolm phillips	file_open	
0		open tecnicla meeting notes by jatinder mann	file_open	
0		open moth mpp by jochen	file_open	
0		open obstetrician appointment onenote by sai kavitha krishnaiyengar	file_open	
0		open pay for everyone ' s dinner deck by alex fromm	file_open	
0		open margot lunch notebooks by jeremy russell	file_open	
0		open science one hundred and one vsdx by deepak samant	file_open	
0		open leave for christys house doc by marco antonio padilha	file_open	
0		open meet the mormon ' s vsd by mark renoden	file_open	
0		open finish marking xls by adrienne day	file_open	
0		open leave for christys house vstm by freddy castillo	file_open	
0		open meet rafique bhai png by arushi jain	file_open	
0		open meet annie for saturday shopping vss by kadiyala	file_open	
0		open movie date with grandma jones sheet by carralon	file_open	
0		open band camp presentations by malcolm phillips	file_open	
0		open budget call presentation by shelley ferguson	file_open	
0		open cruiser blade powerpoint by deloumeaux	file_open	
0		open marketing meetings OneNote by john tao	file_open	
0		open ezem vssx by natalia kondrat	file_open	
0		open motorola launch onenote by jason marley	file_open	
0		open moth note by kapphahn	file_open	
0		open yard work tasks presentation by lampi	file_open	
0		open meet rafique bhai notebook by xixi	file_open	
0		open movie maker onenotes by pablo mugica	file_open	
0		open mentor day OneNote by jack talbot	file_open	
0		open ekal docs by stacey fang	file_open	
0		open hanging out with hs friends of 99 docs by soberon	file_open	
0		open crochet class docs by matt hamrick	file_open	
0		open ekal excels by stacey fang	file_open	
0		open hanging out with hs friends of 99 excels by soberon	file_open	
0		open crochet class excels by matt hamrick	file_open	
0		open meet rafique bhai spreadsheets by xixi	file_open	
0		open movie maker spreadsheets by pablo mugica	file_open	
0		open mentor day spreadsheets by jack talbot	file_open	
0		open meet rafique bhai workbook by xixi	file_open	
0		open movie maker workbook by pablo mugica	file_open	
0		open mentor day workbook by jack talbot	file_open	
0		open movie date with grandma jones OneNote by carralon	file_open	
0		open band camp OneNote by malcolm phillips	file_open	
0		open budget call OneNote by shelley ferguson	file_open	
0		open new web site pptx by russie	file_open	
0		open appointment with the counselor pptx by naren sridhar	file_open	
0		open nine a. m. pptx by irina elena constantin	file_open	
0		open meet the mormon ' s ppt by mark renoden	file_open	
0		open finish marking ppt by adrienne day	file_open	
0		open leave for christys house ppt by freddy castillo	file_open	
0		open ekal decks by stacey fang	file_open	
0		open hanging out with hs friends of 99 decks by soberon	file_open	
0		open crochet class decks by matt hamrick	file_open	
0		open child psychoanalysis powerpoints by vishal laddha	file_open	
0		open claire ' s b day party power point by amulya pokala	file_open	
0		open meet the mormon ' s power point by abhishek modi	file_open	
0		open take car into garage power point by dibakar dattagupta	file_open	
0		open obgyn xlsx by jerry laudat	file_open	
0		open pound xlsx by nathan schoepp	file_open	
0		open vendors meeting xlsx by amarnadh kolipakula	file_open	
0		open meeting elijah the 3rd sheets by malcolm phillips	file_open	
0		open tecnicla meeting sheets by jatinder mann	file_open	
0		open moth sheets by jochen	file_open	
0		open meeting elijah the 3rd spreadsheet by malcolm phillips	file_open	
0		open tecnicla meeting spreadsheet by jatinder mann	file_open	
0		open moth spreadsheet by jochen	file_open	
0		open appointment with the counselor worksheet by naren sridhar	file_open	
0		open nine a. m. worksheet by irina elena constantin	file_open	
