TurnNumber	PreviousTurnIntent	query	intent	PreviousTurnDomain	TaskFrameStatus	TaskFrameEntityStates	TaskFrameGUID	SpeechPeopleDisambiguationGrammarMatches	ConversationalContext
0		send the file	file_share		
0		send the file	file_share		
0		send the file	file_share		
0		send the file	file_share		
0		send the file	file_share		
0		Resend PowerPoint file	file_share		
0		Resend PowerPoint file	file_share		
0		Resend PowerPoint file	file_share		
0		Resend PowerPoint file	file_share		
0		Resend PowerPoint file	file_share		
0		Resend PowerPoint file	file_share		
