0	reread	email_other	EMAIL	reread						
1	read it again	email_other	EMAIL	read it again						
2	reply to the sender	email_other	EMAIL	reply to the <relationship_name> sender </relationship_name>						
3	reply to him	email_other	EMAIL	reply to <relationship_name> him </relationship_name>						
4	reply to her	email_other	EMAIL	reply to <relationship_name> her </relationship_name>						
5	change the message	email_other	EMAIL	change <message_type> message </message_type>						
6	edit the message	email_other	EMAIL	edit <message_type> message </message_type>						
7	i want to dictate my message again	email_other	EMAIL	i want to dictate my <message_type> message </message_type> again						
8	i want to replace the message	email_other	EMAIL	i want to replace the <message_type> message </message_type>						
9	Do I have new emails	email_other	EMAIL	Do I have new <message_type>emails</message_type>						
10	next one	email_other	EMAIL	next one						
11	previous one	email_other	EMAIL	previous one						
12	archive	email_other	EMAIL	archive						
13	delete	email_other	EMAIL	delete						
14	flag	email_other	EMAIL	flag						
15	unflag email	email_other	EMAIL	unflag <message_type>email</message_type>						
16	Reply	email_other	EMAIL	Reply						
17	mark unread	email_other	EMAIL	mark unread						
18	Mark read	email_other	EMAIL	Mark read						
19	Mark it read	email_other	EMAIL	Mark it read						
20	Mark this read	email_other	EMAIL	Mark this read						
21	Mark this as read	email_other	EMAIL	Mark this as read						
22	Mark the email as read	email_other	EMAIL	Mark the <message_type>email</message_type> as read						
23	Mark the email read	email_other	EMAIL	Mark the <message_type>email</message_type> read						
24	Mark it read please	email_other	EMAIL	Mark it read please						
25	Can you mark this one as read please	email_other	EMAIL	Can you mark this one as read please						
26	Will you mark this one as read	email_other	EMAIL	Will you mark this one as read						
27	Will you mark this one as read please	email_other	EMAIL	Will you mark this one as read please						
28	Could you mark this one as read	email_other	EMAIL	Could you mark this one as read						
29	Could you mark this one as read please	email_other	EMAIL	Could you mark this one as read please						
30	Can you mark it read	email_other	EMAIL	Can you mark it read						
31	Can you mark it read please	email_other	EMAIL	Can you mark it read please						
32	Could you mark it read	email_other	EMAIL	Could you mark it read						
33	Could you mark it read please	email_other	EMAIL	Could you mark it read please						
34	I want to mark it read	email_other	EMAIL	I want to mark it read						
35	I want to mark this read	email_other	EMAIL	I want to mark this read 						
36	I want to mark this as read	email_other	EMAIL	I want to mark this as read						
37	I want to mark the email as read	email_other	EMAIL	I want to mark the <message_type>email</message_type> as read						
38	I want to mark the email read	email_other	EMAIL	I want to mark the <message_type>email</message_type> read						
39	I want to mark it read please	email_other	EMAIL	I want to mark it read please						
40	I want to mark this one as read	email_other	EMAIL	I want to mark this one as read						
41	Just mark it read	email_other	EMAIL	Just mark it read						
