0	quick note	send_email	EMAIL	quick note						
1	note	send_email	EMAIL	note						
2	text	send_email	EMAIL	text						
3	remind	send_email	EMAIL	remind						
4	message	send_email	EMAIL	message						
5	send reminder	send_email	EMAIL	send reminder						
6	send a reminder	send_email	EMAIL	send a reminder						
7	send a message	send_email	EMAIL	send a message						
8	send message	send_email	EMAIL	send message						
9	send a text	send_email	EMAIL	send a text						
10	send text	send_email	EMAIL	send text						
11	send note	send_email	EMAIL	send note						
12	text I received it Thank you	send_email	EMAIL	text <message>I received it Thank you</message>						
13	note I'm interested	send_email	EMAIL	note <message>I'm interested</message>						
14	remind Also find out if garage doors with windows are acceptable	send_email	EMAIL	remind <message>Also find out if garage doors with windows are acceptable</message>						
15	quick note My hours of availability Is between 9 And 3	send_email	EMAIL	quick note <message>My hours of availability Is between 9 And 3</message>						
16	message Confirming Monday at 1:00 o'clock	send_email	EMAIL	message <message>Confirming Monday at 1:00 o'clock</message>						
17	message I'm running late	send_email	EMAIL	message <message>I'm running late</message>						
18	message we will definitely get someone to do the filing later but I appreciate your concern now and I think everything is in line for the hours of payroll	send_email	EMAIL	message <message>we will definitely get someone to do the filing later but I appreciate your concern now and I think everything is in line for the hours of payroll</message>						
19	message Confirming Monday at 1:00 o'clock	send_email	EMAIL	message <message>Confirming Monday at 1:00 o'clock</message>						
20	remind Take me off the mailing list	send_email	EMAIL	remind <message>Take me off the mailing list</message>						
21	remind Many thanks Many thanks	send_email	EMAIL	remind <message>Many thanks Many thanks</message>						
22	remind I don't really know how to use it	send_email	EMAIL	remind <message>I don't really know how to use it</message>						
23	text No just to Scott Campbell	send_email	EMAIL	text <message>No just to Scott Campbell</message>						
24	quick note Sorry it didn't workout	send_email	EMAIL	quick note <message>Sorry it didn't workout</message>						
25	remind I'm particularly nhappy about it	send_email	EMAIL	remind <message>I'm particularly nhappy about it</message>						
26	message Sure I can do it	send_email	EMAIL	message <message>Sure I can do it</message>						
27	note You're welcome	send_email	EMAIL	note <message>You're welcome</message>						
28	message I believe Grand Lodge actually has specific criteria	send_email	EMAIL	message <message>I believe Grand Lodge actually has specific criteria</message>						
29	note How are you doing today?	send_email	EMAIL	note <message>How are you doing today?</message>						
30	remind Am doing well	send_email	EMAIL	remind <message>Am doing well</message>						
31	message Hey Brian That is great news!	send_email	EMAIL	message <message>Hey Brian That is great news!</message>						
32	message Thank you so much Jeff for taking a look at this and I will let him know to update his cover letter	send_email	EMAIL	message <message>Thank you so much Jeff for taking a look at this and I will let him know to update his cover letter</message>						
33	note Am doing well	send_email	EMAIL	note <message>Am doing well</message>						
34	text I'm sorry I've been sick But hopefully I will be there by the end of next week	send_email	EMAIL	text <message>I'm sorry I've been sick But hopefully I will be there by the end of next week</message>						
35	note Thank you John	send_email	EMAIL	note <message>Thank you John</message>						
36	quick note I think he'll he'll buy that	send_email	EMAIL	quick note <message>I think he'll he'll buy that</message>						
37	message Send will arrive possibly tomorrow	send_email	EMAIL	message <message>Send will arrive possibly tomorrow</message>						
38	message Thank you When she said she was gay	send_email	EMAIL	message <message>Thank you When she said she was gay</message>						
