0	please mark email as unread 	email_other	email	please mark <message_type> email </message_type> as unread 		0	1			PreviousTurnDomain();PreviousTurnIntent();ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	delete the last email	email_other	email	 delete the last <message_type> email </message_type>		0	1			PreviousTurnDomain(email);PreviousTurnIntent(mark_unread);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	delete the 2nd email	email_other	email	 delete the 2nd <message_type> email </message_type>		0	1			PreviousTurnDomain(email);PreviousTurnIntent(delete);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	reply to sender	email_other	email	reply to sender		0	1			PreviousTurnDomain(email);PreviousTurnIntent(delete);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	please mark this one as read	email_other	email	please mark this one as read 		0	1			PreviousTurnDomain(web);PreviousTurnIntent(web_other);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Please skip to the next email 	email_other	email	Please skip to the next <message_type> email </message_type> 		0	1			PreviousTurnDomain(email);PreviousTurnIntent(mark_read);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Please skip this conversation and jump to the next email	email_other	email	Please skip this <message_type> conversation </message_type> and jump to the next <message_type> email </message_type>		0	1			PreviousTurnDomain(email);PreviousTurnIntent(show_next);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Please skip over to the third email	email_other	email	Please skip over to the third <message_type> email </message_type>		0	1			PreviousTurnDomain(email);PreviousTurnIntent(show_next);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Please mark the fourth email as read	email_other	email	Please mark the fourth <message_type> email </message_type> as read 		0	1			PreviousTurnDomain(email);PreviousTurnIntent(email_other);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	please highlight the second email and mark it as read	email_other	email	please highlight the second <message_type> email </message_type> and mark it as read 		0	1			PreviousTurnDomain(email);PreviousTurnIntent(mark_read);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	please skip down to the fifth email and mark read	email_other	email	please skip down to the fifth <message_type> email </message_type> and mark read 		0	1			PreviousTurnDomain(email);PreviousTurnIntent(mark_read);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	please mark email as flagged	email_other	email	please mark <message_type> email </message_type> as flagged 		0	1			PreviousTurnDomain(email);PreviousTurnIntent(mark_read);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Read the third email aloud please	email_other	email	Read the third <message_type> email </message_type> aloud please		0	1			PreviousTurnDomain(email);PreviousTurnIntent(flag);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	read me the last email out loud please	email_other	email	read me the last <message_type> email </message_type> out loud please		0	1			PreviousTurnDomain(email);PreviousTurnIntent(search_email);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	read to me the first email please	email_other	email	read to me the first <message_type> email </message_type> please		0	1			PreviousTurnDomain(email);PreviousTurnIntent(search_email);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Reply to the sender from the last email received please	email_other	email	 Reply to the sender from the last <message_type> email </message_type> received please		0	1			PreviousTurnDomain(email);PreviousTurnIntent(search_email);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Reply to the email marked urgent please	email_other	email	Reply to the <message_type> email </message_type> marked urgent please		0	1			PreviousTurnDomain(email);PreviousTurnIntent(reply);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Reply to email that with the title urgent please	email_other	email	 Reply to <message_type> email </message_type> that with the title <email_subject> urgent </email_subject> please		0	1			PreviousTurnDomain(email);PreviousTurnIntent(reply);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Tag the email titled urgent as unread please	email_other	email	Tag the <message_type> email </message_type> titled <email_subject> urgent </email_subject> as unread please		0	1			PreviousTurnDomain(email);PreviousTurnIntent(reply);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Tag second email as read please	email_other	email	Tag second <message_type> email </message_type> as read please		0	1			PreviousTurnDomain(email);PreviousTurnIntent(mark_unread);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Tag the very last email unread please	email_other	email	Tag the very last <message_type> email </message_type> unread please		0	1			PreviousTurnDomain(email);PreviousTurnIntent(mark_read);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Read this conversation again	email_other	email	Read this <message_type> conversation </message_type> again		0	1			PreviousTurnDomain(email);PreviousTurnIntent(mark_unread);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	delete previous email	email_other	email	 delete previous <message_type> email </message_type>		0	1			PreviousTurnDomain(email);PreviousTurnIntent(repeat);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Start from the beggining 	email_other	email	Start from the beggining 		0	1			PreviousTurnDomain(email);PreviousTurnIntent(delete);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Read my email from the beggining	email_other	email	Read my <message_type> email </message_type> from the beggining		0	1			PreviousTurnDomain(web);PreviousTurnIntent(web_other);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
0	Read me my emails for the day	email_other	email	Read me my <message_type> emails </message_type> for the day 		0	1			PreviousTurnDomain(email);PreviousTurnIntent(search_email);ClientContext_ReferenceTime(1999-02-07T09:27:10-03:00);
