0	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
1	Delete.	email_other	EMAIL	Delete.						
2	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
3	Reply to it.	email_other	EMAIL	Reply to it.						
4	We need some hospitality follow up items. However, the icons that you're talking about are correct. You don't need to manage the state.	email_other	EMAIL	<message>We need some hospitality follow up items. However, the icons that you're talking about are correct. You don't need to manage the state.</message>						
5	Corrected.	email_other	EMAIL	Corrected.						
6	No change it.	email_other	EMAIL	No change it.						
7	No.	email_other	EMAIL	No.						
8	go to the next one.	email_other	EMAIL	go to the next one.						
9	reply to this one.	email_other	EMAIL	reply to this one.						
10	This also.	email_other	EMAIL	<message>This also.</message>						
11	No change the text.	email_other	EMAIL	No change the text.						
12	Can I	email_other	EMAIL	<message>Can I</message>						
13	Cancel.	email_other	EMAIL	Cancel.						
14	Go back.	email_other	EMAIL	Go back.						
15	go to the next one.	email_other	EMAIL	go to the next one.						
16	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
17	Yeah.	email_other	EMAIL	Yeah.						
18	Reply.	email_other	EMAIL	Reply.						
19	Ha ha. Ha ha.	email_other	EMAIL	<message>Ha ha. Ha ha</message>.						
20	Yes.	email_other	EMAIL	Yes.						
21	Reply.	email_other	EMAIL	Reply.						
22	Oh, OK.	email_other	EMAIL	<message>Oh, OK</message>.						
23	Yes.	email_other	EMAIL	Yes.						
24	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
25	Flag conversation.	email_other	EMAIL	Flag <message_type>conversation</message_type>.						
26	Archive conversation.	email_other	EMAIL	Archive <message_type>conversation</message_type>.						
27	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
28	Unflag it.	email_other	EMAIL	Unflag it.						
29	reply.	email_other	EMAIL	reply.						
30	This is great guys.	email_other	EMAIL	<message>This is great guys</message>.						
31	Oh no.	email_other	EMAIL	Oh no.						
32	No. Cancel it.	email_other	EMAIL	No. Cancel it.						
33	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
34	Reply.	email_other	EMAIL	Reply.						
35	This is a test of	email_other	EMAIL	<message>This is a test of</message>						
36	Oh no.	email_other	EMAIL	Oh no.						
37	Oh no.	email_other	EMAIL	Oh no.						
38	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
39	Uh-huh.	email_other	EMAIL	Uh-huh.						
40	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
41	Go back.	email_other	EMAIL	Go back.						
42	Mark as unread.	email_other	EMAIL	Mark as unread.						
43	Unflag.	email_other	EMAIL	Unflag.						
44	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
45	Flag conversation.	email_other	EMAIL	Flag <message_type>conversation</message_type>.						
46	Mark conversation as unread.	email_other	EMAIL	Mark <message_type>conversation</message_type> as unread.						
47	Delete it.	email_other	EMAIL	Delete it.						
48	Mark as unread.	email_other	EMAIL	Mark as unread.						
49	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
50	Flag email. Flag the email.	email_other	EMAIL	Flag <message_type>email</message_type>. Flag the <message_type>email</message_type>.						
51	Delete delete.	email_other	EMAIL	Delete delete.						
52	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
53	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
54	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
55	Pause.	email_other	EMAIL	Pause.						
56	reply.	email_other	EMAIL	reply.						
57	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
58	Delete this conversation.	email_other	EMAIL	Delete this <message_type>conversation</message_type>.						
59	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
60	Next email.	email_other	EMAIL	Next <message_type>email</message_type>.						
61	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
62	Reply.	email_other	EMAIL	Reply.						
63	Ha ha.	email_other	EMAIL	<message>Ha ha</message>.						
64	Yes.	email_other	EMAIL	Yes.						
65	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
66	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
67	Hold on.	email_other	EMAIL	Hold on.						
68	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
69	Mark it read.	email_other	EMAIL	Mark it read.						
70	Mark Conversation as read.	email_other	EMAIL	Mark <message_type>Conversation</message_type> as read.						
71	Mark it read.	email_other	EMAIL	Mark it read.						
72	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
73	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
74	Archive the conversation.	email_other	EMAIL	Archive the <message_type>conversation</message_type>.						
75	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
76	Send reply.	email_other	EMAIL	Send reply.						
77	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
78	Next.	email_other	EMAIL	Next.						
79	So next.	email_other	EMAIL	So next.						
80	Next.	email_other	EMAIL	Next.						
81	Yeah, so.	email_other	EMAIL	Yeah, so.						
82	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
83	reply it.	email_other	EMAIL	reply it.						
84	Short reply.	email_other	EMAIL	<message>Short reply</message>.						
85	Oh no.	email_other	EMAIL	Oh no.						
86	Oh no.	email_other	EMAIL	Oh no.						
87	Reply.	email_other	EMAIL	Reply.						
88	Short reply.	email_other	EMAIL	<message>Short reply</message>.						
89	Oh no.	email_other	EMAIL	Oh no.						
90	Oh no.	email_other	EMAIL	Oh no.						
91	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
92	Check my emails.	email_other	EMAIL	Check my <message_type>emails</message_type>.						
93	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
94	Flag it.	email_other	EMAIL	Flag it.						
95	Flag it.	email_other	EMAIL	Flag it.						
96	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
97	Next.	email_other	EMAIL	Next.						
98	Next.	email_other	EMAIL	Next.						
99	Flag conversation.	email_other	EMAIL	Flag <message_type>conversation</message_type>.						
100	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
101	Cortana skip conversation.	email_other	EMAIL	Cortana skip <message_type>conversation</message_type>.						
102	Next email.	email_other	EMAIL	Next <message_type>email</message_type>.						
103	Cortana delete thread?	email_other	EMAIL	Cortana delete <message_type>thread</message_type>?						
104	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
105	Reply.	email_other	EMAIL	Reply.						
106	Short reply.	email_other	EMAIL	<message>Short reply</message>.						
107	Oh no.	email_other	EMAIL	Oh no.						
108	No.	email_other	EMAIL	No.						
109	Reply.	email_other	EMAIL	Reply.						
110	Short reply.	email_other	EMAIL	<message>Short reply</message>.						
111	Oh no.	email_other	EMAIL	Oh no.						
112	No.	email_other	EMAIL	No.						
113	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
114	Next email.	email_other	EMAIL	Next <message_type>email</message_type>.						
115	Flag it.	email_other	EMAIL	Flag it.						
116	Unflag it.	email_other	EMAIL	Unflag it.						
117	Previous.	email_other	EMAIL	Previous.						
118	Archive. This email.	email_other	EMAIL	Archive. This <message_type>email</message_type>.						
119	Mark as read.	email_other	EMAIL	Mark as read.						
120	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
121	Reply.	email_other	EMAIL	Reply.						
122	Please call my cell.	email_other	EMAIL	<message>Please call my cell</message>.						
123	Send.	send_email	EMAIL	Send.						
124	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
125	Reply.	email_other	EMAIL	Reply.						
126	Ha ha ha.	email_other	EMAIL	<message>Ha ha ha</message>.						
127	Yes.	email_other	EMAIL	Yes.						
128	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
129	next.	email_other	EMAIL	next.						
130	delete.	email_other	EMAIL	delete.						
131	Cortana delete?	email_other	EMAIL	Cortana delete?						
132	Cortana next.	email_other	EMAIL	Cortana next.						
133	Next.	email_other	EMAIL	Next.						
134	Next.	email_other	EMAIL	Next.						
135	Delete.	email_other	EMAIL	Delete.						
136	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
137	Reply.	email_other	EMAIL	Reply.						
138	The question was who is debugging? Sounds like it's Leo.	email_other	EMAIL	<message>The question was who is debugging? Sounds like it's Leo</message>.						
139	Yes.	email_other	EMAIL	Yes.						
140	Mark it unread.	email_other	EMAIL	Mark it unread.						
141	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
142	Next.	email_other	EMAIL	Next.						
143	Next.	email_other	EMAIL	Next.						
144	Next.	email_other	EMAIL	Next.						
145	Delete.	email_other	EMAIL	Delete.						
146	Delete.	email_other	EMAIL	Delete.						
147	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
148	delete that one.	email_other	EMAIL	delete that one.						
149	Cortana respond to El legs message.	email_other	EMAIL	Cortana respond to El legs message.						
150	Cancel.	email_other	EMAIL	Cancel.						
151	Oh no.	email_other	EMAIL	Oh no.						
152	Cortana go back to the message from Oleg.	email_other	EMAIL	Cortana go back to the message from Oleg.						
153	go back.	email_other	EMAIL	go back.						
154	go back one message.	email_other	EMAIL	go back one message.						
155	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
156	Flag conversation.	email_other	EMAIL	Flag <message_type>conversation</message_type>.						
157	Delete.	email_other	EMAIL	Delete.						
158	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
159	Next.	email_other	EMAIL	Next.						
160	Skip this thread.	email_other	EMAIL	Skip this thread.						
161	Flag it.	email_other	EMAIL	Flag it.						
162	Archive it.	email_other	EMAIL	Archive it.						
163	Archive it.	email_other	EMAIL	Archive it.						
164	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
165	Reply.	email_other	EMAIL	Reply.						
166	Hello. Hello.	email_other	EMAIL	<message>Hello. Hello</message>.						
167	Oh no.	email_other	EMAIL	Oh no.						
168	reply.	email_other	EMAIL	reply.						
169	Goodnight.	email_other	EMAIL	<message>Goodnight</message>.						
170	Yes.	email_other	EMAIL	Yes.						
171	Skip.	email_other	EMAIL	Skip.						
172	Mark conversation as unread.	email_other	EMAIL	Mark <message_type>conversation</message_type> as unread.						
173	Delete conversation.	email_other	EMAIL	Delete <message_type>conversation</message_type>.						
174	Delete.	email_other	EMAIL	Delete.						
175	Delete.	email_other	EMAIL	Delete.						
176	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
177	flag it.	email_other	EMAIL	flag it.						
178	reply.	email_other	EMAIL	reply.						
179	Discussion.	email_other	EMAIL	<message>Discussion</message>.						
180	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
181	Read and archive.	email_other	EMAIL	Read and archive.						
182	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
183	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
184	Go back.	email_other	EMAIL	Go back.						
185	Next.	email_other	EMAIL	Next.						
186	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
187	Flag it.	email_other	EMAIL	Flag it.						
188	Delete.	email_other	EMAIL	Delete.						
189	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
190	Mark as read.	email_other	EMAIL	Mark as read.						
191	Mark read.	email_other	EMAIL	Mark read.						
192	read.	email_other	EMAIL	read.						
193	Mark read.	email_other	EMAIL	Mark read.						
194	Mark read.	email_other	EMAIL	Mark read.						
195	Mark unread.	email_other	EMAIL	Mark unread.						
196	Mark unread.	email_other	EMAIL	Mark unread.						
197	Mark unread.	email_other	EMAIL	Mark unread.						
198	Mark as unread.	email_other	EMAIL	Mark as unread.						
199	Mark is unread.	email_other	EMAIL	Mark is unread.						
200	Mark this unread.	email_other	EMAIL	Mark this unread.						
201	Mark it unread.	email_other	EMAIL	Mark it unread.						
202	Mark this email unread.	email_other	EMAIL	Mark this <message_type>email</message_type> unread.						
203	Mark unread.	email_other	EMAIL	Mark unread.						
204	Mark unread.	email_other	EMAIL	Mark unread.						
205	Mark unread.	email_other	EMAIL	Mark unread.						
206	delete.	email_other	EMAIL	delete.						
207	delete email.	email_other	EMAIL	delete <message_type>email</message_type>.						
208	delete this.	email_other	EMAIL	delete this.						
209	delete it.	email_other	EMAIL	delete it.						
210	D'elite.	email_other	EMAIL	D'elite.						
211	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
212	Reply.	email_other	EMAIL	Reply.						
213	Thank you.	email_other	EMAIL	<message>Thank you</message>.						
214	Yes.	email_other	EMAIL	Yes.						
215	Forward.	email_other	EMAIL	Forward.						
216	Flag it.	email_other	EMAIL	Flag it.						
217	flag it.	email_other	EMAIL	flag it.						
218	reply.	email_other	EMAIL	reply.						
219	Do you wanna try and chat today or tomorrow morning?	email_other	EMAIL	<message>Do you wanna try and chat today or tomorrow morning</message>?						
220	Yes.	email_other	EMAIL	Yes.						
221	flag it.	email_other	EMAIL	flag it.						
222	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
223	Next.	email_other	EMAIL	Next.						
224	next.	email_other	EMAIL	next.						
225	text.	email_other	EMAIL	<message>text</message>.						
226	text.	email_other	EMAIL	<message>text</message>.						
227	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
228	Delete.	email_other	EMAIL	Delete.						
229	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
230	Reply.	email_other	EMAIL	Reply.						
231	Yes, this is a short reply.	email_other	EMAIL	<message>Yes, this is a short reply</message>.						
232	Yes.	email_other	EMAIL	Yes.						
233	Reply.	email_other	EMAIL	Reply.						
234	Yes.	email_other	EMAIL	Yes.						
235	Yes.	email_other	EMAIL	Yes.						
236	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
237	Next email.	email_other	EMAIL	Next <message_type>email</message_type>.						
238	Yeah.	email_other	EMAIL	Yeah.						
239	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
240	Check my emails.	email_other	EMAIL	Check my <message_type>emails</message_type>.						
241	Delete.	email_other	EMAIL	Delete.						
242	Delete.	email_other	EMAIL	Delete.						
243	Delete.	email_other	EMAIL	Delete.						
244	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
245	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
246	Delete it.	email_other	EMAIL	Delete it.						
247	Pause.	email_other	EMAIL	Pause.						
248	Resume.	email_other	EMAIL	Resume.						
249	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
250	cancel.	email_other	EMAIL	cancel.						
251	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
252	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
253	next.	email_other	EMAIL	next.						
254	Skip this.	email_other	EMAIL	Skip this.						
255	previous.	email_other	EMAIL	previous.						
256	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
257	It works next.	email_other	EMAIL	It works next.						
258	Next email.	email_other	EMAIL	Next <message_type>email</message_type>.						
259	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
260	speak conversation.	email_other	EMAIL	speak <message_type>conversation</message_type>.						
261	Skip conversation.	email_other	EMAIL	Skip <message_type>conversation</message_type>.						
262	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
263	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
264	reply.	email_other	EMAIL	reply.						
265	Thanks Danny.	email_other	EMAIL	<message>Thanks Danny</message>.						
266	Yes.	email_other	EMAIL	Yes.						
267	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
268	Unflag.	email_other	EMAIL	Unflag.						
269	Flag conversation.	email_other	EMAIL	Flag <message_type>conversation</message_type>.						
270	Reply.	email_other	EMAIL	Reply.						
271	Hello. Hello.	email_other	EMAIL	<message>Hello. Hello</message>.						
272	Yes.	email_other	EMAIL	Yes.						
273	Delete conversation.	email_other	EMAIL	Delete <message_type>conversation</message_type>.						
274	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
275	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
276	listen to emails	email_other	EMAIL	listen to <message_type>emails</message_type>						
277	Flag this.	email_other	EMAIL	Flag this.						
278	Read this email.	email_other	EMAIL	Read this <message_type>email</message_type>.						
