0	patterns	file_search	 patterns
0	FILEKEYWORDHOLDER FILEBOOSTHOLDER	file_search	 <file_keyword> FILEKEYWORDHOLDER </file_keyword> <file_boost> FILEBOOSTHOLDER </file_boost>
0	FILEKEYWORDHOLDER FILEBOOSTHOLDER	file_search	 <file_keyword> FILEKEYWORDHOLDER </file_keyword> <file_boost> FILEBOOSTHOLDER </file_boost>
0	FILEKEYWORDHOLDER	file_search	 <file_keyword> FILEKEYWORDHOLDER </file_keyword>
0	FILEKEYWORDHOLDER FILETYPEHOLDER	file_search	 <file_keyword> FILEKEYWORDHOLDER </file_keyword> <file_type> FILETYPEHOLDER </file_type>
0	FILEKEYWORDHOLDER FILETYPEHOLDER with CONTACTNAMEHOLDER	file_search	 <file_keyword> FILEKEYWORDHOLDER </file_keyword> <file_type> FILETYPEHOLDER </file_type> with <contact_name> CONTACTNAMEHOLDER </contact_name>
0	FILEKEYWORDHOLDER FILEBOOSTHOLDER	file_search	 <file_keyword> FILEKEYWORDHOLDER </file_keyword> <file_boost> FILEBOOSTHOLDER </file_boost>
0	FILEKEYWORDHOLDER FILEBOOSTHOLDER with CONTACTNAMEHOLDER	file_search	 <file_keyword> FILEKEYWORDHOLDER </file_keyword> <file_boost> FILEBOOSTHOLDER </file_boost> with <contact_name> CONTACTNAMEHOLDER </contact_name>
0	FILEKEYWORDHOLDER FILETYPEHOLDER to CONTACTNAMEHOLDER	file_search	 <file_keyword> FILEKEYWORDHOLDER </file_keyword> <file_type> FILETYPEHOLDER </file_type> to <contact_name> CONTACTNAMEHOLDER </contact_name>
0	FILEKEYWORDHOLDER FILETYPEHOLDER to CONTACTNAMEHOLDER	file_search	 <file_keyword> FILEKEYWORDHOLDER </file_keyword> <file_type> FILETYPEHOLDER </file_type> to <contact_name> CONTACTNAMEHOLDER </contact_name>
0	FILEKEYWORDHOLDER FILEBOOSTHOLDER	file_search	 <file_keyword> FILEKEYWORDHOLDER </file_keyword> <file_boost> FILEBOOSTHOLDER </file_boost>
