TurnNumber	PreviousTurnIntent	query	intent	PreviousTurnDomain	TaskFrameStatus	TaskFrameEntityStates	TaskFrameGUID	SpeechPeopleDisambiguationGrammarMatches	ConversationalContext
0		what was the recently attachment nagamasa kessie morosko sent	file_search	
0		what was the just attachment joéza sent	file_search	
0		what was the just attachment phoolan tarlecki sent	file_search	
0		what 's the recently attachment pashcow croskerry sent	file_search	
0		what 's the just attachment fragkou giameos sent	file_search	
0		what 's the just attachment staicovici sent	file_search	
0		what was the recent attachments shikakichi sent	file_search	
0		what was the just attachments blomer volec sent	file_search	
0		what was the recent attachments islay kessie gisleno francesca sent	file_search	
0		what 's the just attachments durucan sent	file_search	
0		what 's the just attachments pekdemir rafeah schadle sent	file_search	
0		what 's the just attachments jaykar bluston irmengard majunke sent	file_search	
0		what was the last attachment kiprijanovic ivonnet skolaudyova sent	file_search	
0		what was the latest attachment bernskans everell staicovici sent	file_search	
0		what was the last attachment menez sent	file_search	
0		what 's the oldest attachment jerokhov ingrand sent	file_search	
0		what 's the oldest attachment pettai stancevski quikman vannuzzi sent	file_search	
0		what 's the newest attachment croskerry sent	file_search	
0		what was the latest attachments etin albergamo halsdorf sent	file_search	
0		what was the latest attachments karioka sent	file_search	
0		what was the last attachments brugh ghincioiu grzebien croskerry sent	file_search	
0		what 's the last attachments bourgaut durucan oldfeldt sent	file_search	
0		what 's the latest attachments yoshimasu alzuru majunke menicelli sent	file_search	
0		what 's the latest attachments ménage amnas roseiro weichselbaum sent	file_search	
